indx,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote,Exchange,minutedata
0,XXII,"22nd Century Group, Inc",0.8643,$55.6M,,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/xxii,AMEX,True
1,FAX,Aberdeen Asia-Pacific Income Fund Inc,5.46,$1.46B,1986.0,,,http://www.nasdaq.com/symbol/fax,AMEX,True
2,IAF,Aberdeen Australia Equity Fund Inc,7.12,$163.32M,,,,http://www.nasdaq.com/symbol/iaf,AMEX,True
3,CH,"Aberdeen Chile Fund, Inc.",7.6,$71.34M,,,,http://www.nasdaq.com/symbol/ch,AMEX,True
4,ETF,Aberdeen Emerging Markets Smaller Company Opportunities Fund I,12.84,$125.38M,1992.0,,,http://www.nasdaq.com/symbol/etf,AMEX,True
5,FCO,"Aberdeen Global Income Fund, Inc.",9.36,$86.07M,1992.0,,,http://www.nasdaq.com/symbol/fco,AMEX,True
6,IF,"Aberdeen Indonesia Fund, Inc.",7.76,$73.61M,1990.0,,,http://www.nasdaq.com/symbol/if,AMEX,True
7,ISL,"Aberdeen Israel Fund, Inc.",17.83,$72.56M,1992.0,,,http://www.nasdaq.com/symbol/isl,AMEX,True
8,ACU,Acme United Corporation.,18.37,$60.96M,1988.0,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acu,AMEX,True
9,AIII,"ACRE Realty Investors, Inc.",1.62,$32.48M,,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aiii,AMEX,True
10,ATNM,"Actinium Pharmaceuticals, Inc.",2.56,$90.83M,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atnm,AMEX,True
11,AE,"Adams Resources & Energy, Inc.",70.0,$295.23M,,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/ae,AMEX,True
12,ADK,Adcare Health Systems Inc,4.11,$79.52M,,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/adk,AMEX,True
13,ADK^A,Adcare Health Systems Inc,28.96,,,,,http://www.nasdaq.com/symbol/adk^a,AMEX,False
14,API,"Advanced Photonix, Inc.",0.4,$14.95M,,Technology,Semiconductors,http://www.nasdaq.com/symbol/api,AMEX,True
15,ACY,AeroCentury Corp.,13.161,$20.31M,,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/acy,AMEX,True
16,WGA,"AG&E Holdings, Inc.",0.87,$10.16M,,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/wga,AMEX,True
17,AIRI,Air Industries Group,10.05,$71.36M,,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/airi,AMEX,True
18,AA^,Alcoa Inc.,85.219,,,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/aa^,AMEX,False
19,AXX,Alderon Iron Ore Corp.,0.27,$35.68M,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/axx,AMEX,True
20,AXU,Alexco Resource Corp,0.3499,$24.35M,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/axu,AMEX,True
21,AAU,"Almaden Minerals, Ltd.",0.87,$63.64M,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aau,AMEX,True
22,APT,"Alpha Pro Tech, Ltd.",2.24,$41.1M,,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/apt,AMEX,True
23,ALTV,Alteva (D/B/A),7.29,$43.67M,,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/altv,AMEX,True
24,AAMC,Altisource Asset Management Corp,212.0,$467.79M,,Finance,Real Estate,http://www.nasdaq.com/symbol/aamc,AMEX,True
25,DIT,AMCON Distributing Company,82.0,$50.5M,,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dit,AMEX,True
26,APP,American Apparel Inc,0.7,$123.38M,,Finance,Business Services,http://www.nasdaq.com/symbol/app,AMEX,True
27,ADGE,American DG Energy Inc.,0.52,$27.28M,,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/adge,AMEX,True
28,AMZG,American Eagle Energy Corporation.,0.172,$5.24M,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/amzg,AMEX,True
29,ALN,American Lorain Corporation,1.26,$44M,,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/aln,AMEX,True
30,AMS,American Shared Hospital Services,2.52,$13.51M,,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ams,AMEX,True
31,AMPE,"Ampio Pharmaceuticals, Inc.",7.85,$407.98M,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ampe,AMEX,True
32,AXN,"Aoxing Pharmaceutical Company, Inc.",1.85,$125.74M,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axn,AMEX,True
33,AMCO,"Armco Metals Holdings, Inc.",1.16,$7.05M,,Consumer Durables,Steel/Iron Ore,http://www.nasdaq.com/symbol/amco,AMEX,False
34,HRT,Arrhythmia Research Technology Inc.,7.27,$20.21M,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/hrt,AMEX,True
35,AKG,Asanko Gold Inc.,1.53,$301.17M,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/akg,AMEX,True
36,AINC,Ashford Inc.,112.0,$222.53M,2014.0,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ainc,AMEX,True
37,ASB/WS,Associated Banc-Corp,2.51,,,,,http://www.nasdaq.com/symbol/asb/ws,AMEX,False
38,AST,"Asterias Biotherapeutics, Inc.",6.39,$206.48M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ast,AMEX,True
39,ATL,Atlatsa Resources Corporation,0.1513,$83.86M,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/atl,AMEX,True
40,AWX,Avalon Holdings Corporation,2.752,$10.47M,,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/awx,AMEX,True
41,AVL,"Avalon Rare Metals, Inc.",0.2466,$34.82M,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/avl,AMEX,True
42,ASM,Avino Silver,1.42,$50.47M,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/asm,AMEX,True
43,BTG,B2Gold Corp,1.52,$1.4B,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/btg,AMEX,True
44,BONE,"Bacterin International Holdings, Inc.",4.09,$27.33M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bone,AMEX,True
45,BTN,"Ballantyne Strong, Inc",4.73,$66.66M,,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/btn,AMEX,True
46,BKJ,"Bancorp of New Jersey, Inc",11.389,$61.15M,,Finance,Major Banks,http://www.nasdaq.com/symbol/bkj,AMEX,True
47,BCV,Bancroft Fund Limited,20.81,$109.09M,,,,http://www.nasdaq.com/symbol/bcv,AMEX,True
48,BAA,BANRO CORPORATION,0.2,$50.42M,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/baa,AMEX,True
49,BHB,"Bar Harbor Bankshares, Inc.",33.48,$199.49M,,Finance,Major Banks,http://www.nasdaq.com/symbol/bhb,AMEX,True
50,BRN,"Barnwell Industries, Inc.",2.36,$19.53M,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/brn,AMEX,True
51,BIR^A,"Berkshire Income Realty, Inc.",27.609,,,,,http://www.nasdaq.com/symbol/bir^a,AMEX,False
52,BGSF,BG Staffing Inc,13.0,$85.78M,,Technology,Professional Services,http://www.nasdaq.com/symbol/bgsf,AMEX,True
53,BTX,"BioTime, Inc.",4.96,$412.45M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/btx,AMEX,True
54,BTX/WS,"BioTime, Inc.",1.85,,,,,http://www.nasdaq.com/symbol/btx/ws,AMEX,False
55,BGI,Birks Group Inc.,1.12,$20.08M,,,,http://www.nasdaq.com/symbol/bgi,AMEX,True
56,BZM,BlackRock Maryland Municipal Bond Trust,15.1,$31.32M,2002.0,,,http://www.nasdaq.com/symbol/bzm,AMEX,True
57,MHE,BlackRock Massachusetts Tax-Exempt Trust,14.19,$33.53M,1993.0,,,http://www.nasdaq.com/symbol/mhe,AMEX,True
58,BLE,BlackRock Municipal Income Trust II,15.03,$352.5M,2002.0,,,http://www.nasdaq.com/symbol/ble,AMEX,True
59,BLJ,Blackrock New Jersey Municipal Bond Trust,16.01,$37.22M,2002.0,,,http://www.nasdaq.com/symbol/blj,AMEX,True
60,BFY,BlackRock New York Municipal Income Trust II,14.57,$72.83M,2002.0,,,http://www.nasdaq.com/symbol/bfy,AMEX,True
61,BPS,BlackRock Pennsylvania Strategic Municipal Trust (The),13.11,$26.64M,1999.0,,,http://www.nasdaq.com/symbol/bps,AMEX,True
62,BHV,BlackRock Virginia Municipal Bond Trust,18.12,$28.83M,2002.0,,,http://www.nasdaq.com/symbol/bhv,AMEX,True
63,BDR,"Blonder Tongue Laboratories, Inc.",0.936,$5.86M,,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/bdr,AMEX,True
64,BRG,"Bluerock Residential Growth REIT, Inc.",13.45,$177.43M,2014.0,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brg,AMEX,True
65,BVX,Bovie Medical Corporation,2.56,$59.11M,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bvx,AMEX,True
66,BWL/A,"Bowl America, Inc.",14.73,,,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/bwl/a,AMEX,False
67,BZC,Breeze-Eastern Corporation,10.13,$99.43M,,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/bzc,AMEX,True
68,BTI,British American Tobacco p.l.c.,106.34,$99.12B,,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/bti,AMEX,True
69,CAK,CAMAC Energy Inc.,0.65,$821.14M,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cak,AMEX,True
70,CANF,Can-Fite Biopharma Ltd,2.32,$24.73M,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/canf,AMEX,True
71,ROX,"Castle Brands, Inc.",1.44,$225.99M,2006.0,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/rox,AMEX,True
72,CAW,"CCA Industries, Inc.",3.19,$22.35M,,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/caw,AMEX,True
73,CVM,Cel-Sci Corporation,1.05,$96.12M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cvm,AMEX,True
74,CVM/WS,Cel-Sci Corporation,0.33,,,,,http://www.nasdaq.com/symbol/cvm/ws,AMEX,False
75,CEF,Central Fund of Canada Limited,12.05,$3.07B,,,,http://www.nasdaq.com/symbol/cef,AMEX,True
76,GTU,Central Gold Trust,40.79,$787.21M,,,,http://www.nasdaq.com/symbol/gtu,AMEX,True
77,CET,Central Securities Corporation,21.74,$539.57M,,,,http://www.nasdaq.com/symbol/cet,AMEX,True
78,LEU,Centrus Energy Corp.,4.79,$43.11M,2014.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/leu,AMEX,True
79,CCF,Chase Corporation,43.36,$395.85M,,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/ccf,AMEX,True
80,CQH,"Cheniere Energy Partners LP Holdings, LLC",24.26,$5.62B,2013.0,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/cqh,AMEX,True
81,CQP,"Cheniere Energy Partners, LP",30.69,$10.37B,2007.0,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/cqp,AMEX,True
82,LNG,"Cheniere Energy, Inc.",79.78,$18.88B,,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/lng,AMEX,True
83,CVR,Chicago Rivet & Machine Co.,32.415,$31.32M,,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvr,AMEX,True
84,CNR,China Metro-Rural Holdings Limited,0.89,$65.45M,,Finance,Real Estate,http://www.nasdaq.com/symbol/cnr,AMEX,True
85,CPHI,"China Pharma Holdings, Inc.",0.3595,$15.67M,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cphi,AMEX,True
86,CKX,"CKX Lands, Inc.",14.55,$28.26M,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ckx,AMEX,True
87,GLV,Clough Global Allocation Fund,15.22,$158.81M,2004.0,,,http://www.nasdaq.com/symbol/glv,AMEX,True
88,GLQ,Clough Global Equity Fund,15.09,$269.22M,2005.0,,,http://www.nasdaq.com/symbol/glq,AMEX,True
89,GLO,Clough Global Opportunities Fund,12.57,$650.33M,2006.0,,,http://www.nasdaq.com/symbol/glo,AMEX,True
90,CRV,"Coast Distribution System, Inc. (The)",3.47,$18.45M,,Capital Goods,Automotive Aftermarket,http://www.nasdaq.com/symbol/crv,AMEX,True
91,MOC,Command Security Corporation,1.94,$18.88M,,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/moc,AMEX,True
92,CIX,CompX International Inc.,11.44,$141.9M,1998.0,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cix,AMEX,True
93,LODE,"Comstock Mining, Inc.",0.615,$55.19M,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/lode,AMEX,True
94,CTO,Consolidated-Tomoka Land Co.,59.42,$350.91M,,Finance,Real Estate,http://www.nasdaq.com/symbol/cto,AMEX,True
95,MCF,Contango Oil & Gas Company,22.75,$435.8M,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mcf,AMEX,True
96,CUO,Continental Materials Corporation,17.937,$29.6M,,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cuo,AMEX,True
97,CMT,Core Molding Technologies Inc,17.7,$133.85M,,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/cmt,AMEX,True
98,CRMD,CorMedix Inc,9.08,$219.03M,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crmd,AMEX,True
99,CRMD/WS,CorMedix Inc,5.59,,,,,http://www.nasdaq.com/symbol/crmd/ws,AMEX,False
100,CFP,Cornerstone Progressive Return Fund,15.9,$263.39M,,,,http://www.nasdaq.com/symbol/cfp,AMEX,True
101,CRF,"Cornerstone Strategic Return Fund, Inc. (The)",22.39,$100.24M,,,,http://www.nasdaq.com/symbol/crf,AMEX,True
102,CLM,"Cornerstone Strategic Value Fund, Inc.",21.43,$175.61M,1987.0,,,http://www.nasdaq.com/symbol/clm,AMEX,True
103,COVR,Cover-All Technologies Inc.,1.0,$26.64M,,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/covr,AMEX,True
104,CVU,"CPI Aerostructures, Inc.",12.0,$102.01M,,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/cvu,AMEX,True
105,CIK,"Credit Suisse Asset Management Income Fund, Inc.",3.25,$169.84M,,,,http://www.nasdaq.com/symbol/cik,AMEX,True
106,DHY,Credit Suisse High Yield Bond Fund,2.775,$276.17M,1998.0,,,http://www.nasdaq.com/symbol/dhy,AMEX,True
107,CRVP,"Crystal Rock Holdings, Inc.",0.73,$15.59M,,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/crvp,AMEX,True
108,CTP,CTPartners Executive Search Inc.,4.0,$29.04M,2010.0,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/ctp,AMEX,True
109,CVSL,CVSL Inc.,2.29,$78.7M,2014.0,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cvsl,AMEX,True
110,DAKP,"Dakota Plains Holdings, Inc.",1.95,$107.11M,,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/dakp,AMEX,True
111,DXR,Daxor Corporation,5.794,$23.12M,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxr,AMEX,True
112,DEJ,Dejour Energy Inc.,0.128,$23.35M,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dej,AMEX,True
113,VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",14.34,$69.36M,1993.0,,,http://www.nasdaq.com/symbol/vcf,AMEX,True
114,VFL,Delaware Investments Florida Insured Municipal Income Fund,13.12,$59.41M,1993.0,,,http://www.nasdaq.com/symbol/vfl,AMEX,True
115,VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",13.83,$159.11M,1993.0,,,http://www.nasdaq.com/symbol/vmm,AMEX,True
116,DLA,"Delta Apparel, Inc.",12.87,$101.56M,,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dla,AMEX,True
117,DNN,Denison Mine Corp,0.81,$410.22M,,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/dnn,AMEX,True
118,DGSE,"DGSE Companies, Inc.",1.45,$17.77M,,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/dgse,AMEX,True
119,DPW,Digital Power Corporation,0.88,$5.96M,,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dpw,AMEX,True
120,DSS,"Document Security Systems, Inc.",0.41,$17.31M,,Technology,EDP Services,http://www.nasdaq.com/symbol/dss,AMEX,True
121,DMF,"Dreyfus Municipal Income, Inc.",9.65,$199.9M,1988.0,,,http://www.nasdaq.com/symbol/dmf,AMEX,True
122,GRF,"Eagle Capital Growth Fund, Inc.",7.91,$24.72M,,,,http://www.nasdaq.com/symbol/grf,AMEX,True
123,ESTE,"Earthstone Energy, Inc.",24.0,$332.04M,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/este,AMEX,True
124,EVM,Eaton Vance California Municipal Bond Fund,12.09,$258.71M,2002.0,,,http://www.nasdaq.com/symbol/evm,AMEX,True
125,EIA,Eaton Vance California Municipal Bond Fund II,12.94,$50.27M,2002.0,,,http://www.nasdaq.com/symbol/eia,AMEX,True
126,CEV,Eaton Vance California Municipal Income Trust,13.4,$97.21M,1999.0,,,http://www.nasdaq.com/symbol/cev,AMEX,True
127,EVV,Eaton Vance Limited Duration Income Fund,14.34,$1.69B,2003.0,,,http://www.nasdaq.com/symbol/evv,AMEX,True
128,MAB,Eaton Vance Massachusetts Municipal Bond Fund,14.56,$25.75M,2002.0,,,http://www.nasdaq.com/symbol/mab,AMEX,True
129,MMV,Eaton Vance Massachusetts Municipal Income Trust,13.612,$37.33M,1999.0,,,http://www.nasdaq.com/symbol/mmv,AMEX,True
130,MIW,Eaton Vance Michigan Municipal Bond Fund,13.5501,$20.52M,2002.0,,,http://www.nasdaq.com/symbol/miw,AMEX,True
131,EMI,Eaton Vance Michigan Municipal Income Trust,12.91,$26.9M,1999.0,,,http://www.nasdaq.com/symbol/emi,AMEX,True
132,EIM,Eaton Vance Municipal Bond Fund,12.72,$867.1M,2002.0,,,http://www.nasdaq.com/symbol/eim,AMEX,True
133,EIV,Eaton Vance Municipal Bond Fund II,12.8,$128.17M,2002.0,,,http://www.nasdaq.com/symbol/eiv,AMEX,True
134,EMJ,Eaton Vance New Jersey Municipal Bond Fund,13.07,$34.1M,2002.0,,,http://www.nasdaq.com/symbol/emj,AMEX,True
135,EVJ,Eaton Vance New Jersey Municipal Income Trust,12.43,$58M,1999.0,,,http://www.nasdaq.com/symbol/evj,AMEX,True
136,ENX,Eaton Vance New York Municipal Bond Fund,12.7,$199.16M,2002.0,,,http://www.nasdaq.com/symbol/enx,AMEX,True
